empresa;nome;endereco;bairro;cidade;estado;cep;latitude;longitude;data_extracao
cobasi;Pet Shop Cobasi Campinas Princesa d’ Oeste;Av. Princesa D'Oeste;;Campinas;SP;13100-040;;;07/10/2025
cobasi;Pet Shop Cobasi Campinas Shopping Galleria;Rodovia Dom Pedro I;;Campinas;SP;13091-910;;;07/10/2025
cobasi;Pet Shop Cobasi Campinas Taquaral;Avenida Doutor Theodureto de Almeida Camargo;;Campinas;SP;13075-630;;;07/10/2025
cobasi;Pet Shop Cobasi Campo Grande MS;Avenida Afonso Pena;;Campo Grande;MS;79020-000;;;07/10/2025
cobasi;Pet Shop Cobasi Campo Limpo;Avenida Carlos Lacerda;;São Paulo;SP;05788-290;;;07/10/2025
cobasi;Pet Shop Cobasi Candangolandia;Setor de Postos e Motéis Sul I;;Brasília;DF;71727-800;;;07/10/2025
cobasi;Pet Shop Cobasi Canoas;Avenida Farroupilha;;Canoas;RS;92020-475;;;07/10/2025
cobasi;Pet Shop Cobasi Canoas BR116;Avenida Getulio Vargas;;Canoas;RS;92010-013;;;07/10/2025
cobasi;Pet Shop Cobasi Cantareira Norte Shopping;Avenida Raimundo Pereira de Magalhães;;São Paulo;SP;02984-035;;;07/10/2025
cobasi;Pet Shop Cobasi Carapicuíba;Avenida Desembargador Doutor Eduardo Cunha de Abreu;;Carapicuíba;SP;06328-330;;;07/10/2025
cobasi;Pet Shop Cobasi Carrefour Nações;Avenida das Nações Unidas;;São Paulo;SP;04794-000;;;07/10/2025
cobasi;Pet Shop Cobasi Carrão;Rua Serra de Botucatu;;São Paulo;SP;03317-001;;;07/10/2025
cobasi;Pet Shop Cobasi Casa Forte;R. Leonardo Bezerra Cavalcanti;;Recife;PE;52060-030;;;07/10/2025
cobasi;Pet Shop Cobasi Cascavel;Av. Brasil;;Cascavel;PR;85812-500;;;07/10/2025
cobasi;Pet Shop Cobasi Caxias do Sul;Rodovia RSC 453;;Caxias do Sul;RS;95110-195;;;07/10/2025
cobasi;Pet Shop Cobasi Cerro Corá;Rua  Cerro Corá;;São Paulo;SP;05061-400;;;07/10/2025
cobasi;Pet Shop Cobasi Comendador Agostinho - Limeira II;Avenida Comendador Agostinho Prada;;Limeira;SP;13482-220;;;07/10/2025
cobasi;Pet Shop Cobasi Conselheiro Rodrigues Alves;Av. Conselheiro Rodrigues Alves;;São Paulo;SP;04102-000;;;07/10/2025
cobasi;Pet Shop Cobasi Continente Shopping;Rodovia BR 101 - KM211 Continente Park Shopping;;São José;SC;88104-800;;;07/10/2025
cobasi;Pet Shop Cobasi Copacabana Posto 2;Avenida Nossa Senhora de Copacabana;;Rio de Janeiro;RJ;22020-002;;;07/10/2025
cobasi;Pet Shop Cobasi Corifeu;Avenida Corifeu de Azevedo Marques;;São Paulo;SP;05582-000;;;07/10/2025
cobasi;Pet Shop Cobasi Cotia;Rua Luiz Silva;;Cotia;SP;06716-030;;;07/10/2025
cobasi;Pet Shop Cobasi Criciúma;Av Jorge Elias de Lucca;;Criciúma;SC;88813-390;;;07/10/2025
cobasi;Pet Shop Cobasi Cuiabá CPA;Avenida Historiador Rubens de Mendonça;;Cuiabá;MT;78050-000;;;07/10/2025
cobasi;Pet Shop Cobasi Curitiba Linha Verde;Av. Senador Salgado Filho;;Curitiba;PR;80215-270;;;07/10/2025
cobasi;Pet Shop Cobasi Curitiba Mario Tourinho;Rua General Mario Tourinho;;Curitiba;PR;80740-016;;;07/10/2025
cobasi;Pet Shop Cobasi Curitiba Novo Mundo;Rua Isaac Guelmann;;Curitiba;PR;81050-030;;;07/10/2025
cobasi;Pet Shop Cobasi DF Gama;Quadra 55 Lote 9;;Brasília;DF;72405-550;;;07/10/2025
cobasi;Pet Shop Cobasi DF Planaltina;Setor de Áreas Especiais Norte;;Planaltina;DF;73340-190;;;07/10/2025
cobasi;Pet Shop Cobasi DF Plaza Shopping;Rua Copaiba Lote 01;;Brasília;DF;71919-540;;;07/10/2025
cobasi;Pet Shop Cobasi Diadema;Avenida Presidente Kennedy;;Diadema;SP;09913-000;;;07/10/2025
cobasi;Pet Shop Cobasi Eco Mall Pinheirinho;Rodovia BR-116;;Curitiba;PR;81690-300;;;07/10/2025
cobasi;Pet Shop Cobasi Embu das Artes;Av. Elias Yazbek;;Embu das Artes;SP;06803-045;;;07/10/2025
cobasi;Pet Shop Cobasi Embu das Artes II;Avenida João Batista Medina;;Embu das Artes;SP;06840-050;;;07/10/2025
cobasi;Pet Shop Cobasi Engenheiro Caetano Alvares;Av. Eng. Caetano Álvares;;São Paulo;SP;;;;07/10/2025
cobasi;Pet Shop Cobasi Epitácio Pessoa;Avenida Presidente Epitácio Pessoa;;João Pessoa;PB;58042-006;;;07/10/2025
cobasi;Pet Shop Cobasi Ermano Marchetti;Rua Luiz Gatti;;São Paulo;SP;05038-150;;;07/10/2025
cobasi;Pet Shop Cobasi Estr. do Campo Limpo;Estrada do Campo Limpo;;São Paulo;SP;05787-000;;;07/10/2025
cobasi;Pet Shop Cobasi Estrada de Itapecerica;Estrada de Itapecerica;;São Paulo;SP;05835-005;;;07/10/2025
cobasi;Pet Shop Cobasi Feira de Santana;Avenida João Durval Carneiro;;Feira de Santana;BA;44090-008;;;07/10/2025
cobasi;Pet Shop Cobasi Florianópolis;Rodovia Jose Carlos Daux;;Florianópolis;SC;88032-005;;;07/10/2025
cobasi;Pet Shop Cobasi Florianópolis Centro;Rua Francisco Tolentino;;Florianópolis;SC;88010-200;;;07/10/2025
cobasi;Pet Shop Cobasi Fortaleza Aldeota;Av. Santos Dumont;;Fortaleza;CE;60150-162;;;07/10/2025
cobasi;Pet Shop Cobasi Fortaleza Meireles;Avenida Barao de Studart;;Fortaleza;CE;60120-024;;;07/10/2025
cobasi;Pet Shop Cobasi Fortaleza Open Mall;Avenida Washington Soares;;Fortaleza;CE;60810-350;;;07/10/2025
cobasi;Pet Shop Cobasi Franca;Avenida Doutor Antonio Barboza Filho;;Franca;SP;14405-000;;;07/10/2025
cobasi;Pet Shop Cobasi Frei Gaspar;Avenida Brigadeiro Faria Lima;;São Bernardo do Campo;SP;09720-010;;;07/10/2025
cobasi;Pet Shop Cobasi Goiânia Decathlon;Avenida I;;Goiânia;GO;74810-075;;;07/10/2025
cobasi;Pet Shop Cobasi Goiânia T63;Avenida T63;;Goiânia;GO;74335-104;;;07/10/2025
cobasi;Pet Shop Cobasi Granja Vianna;Av. Marginal;;Cotia;SP;06708-030;;;07/10/2025
cobasi;Pet Shop Cobasi Guarujá;Avenida Leomil;;Guarujá;SP;11410-160;;;07/10/2025
cobasi;Pet Shop Cobasi Guarulhos;Av. Anielo Pratici;;Guarulhos;SP;07013-000;;;07/10/2025
cobasi;Pet Shop Cobasi Guarulhos Centro;Avenida Salgado Filho;;Guarulhos;SP;07115-180;;;07/10/2025
cobasi;Pet Shop Cobasi Guarulhos Sakamoto;Rodovia Presidente Dutra KM 210;;Guarulhos;SP;;;;07/10/2025
cobasi;Pet Shop Cobasi Guarulhos Timóteo Penteado;Avenida Doutor Timóteo Penteado;;Guarulhos;SP;07094-000;;;07/10/2025
cobasi;Pet Shop Cobasi Higienópolis;Avenida Angélica;;São Paulo;SP;01228-000;;;07/10/2025
cobasi;Pet Shop Cobasi Iguatemi Campinas;Shopping Iguatemi Campinas - Avenida Iguatemi;;Campinas;SP;13092-500;;;07/10/2025
cobasi;Pet Shop Cobasi Iguatemi Fortaleza;Av. Washington Soares;;Fortaleza;CE;60810-060;;;07/10/2025
cobasi;Pet Shop Cobasi Imigrantes;Av. Prof Abraão de Morais;;São Paulo;SP;04123-011;;;07/10/2025
cobasi;Pet Shop Cobasi Imirim;Avenida Imirim;;São Paulo;SP;02465-300;;;07/10/2025
cobasi;Pet Shop Cobasi Indaiatuba;Avenida Presidente Vargas;;Indaiatuba;SP;13334-085;;;07/10/2025
cobasi;Pet Shop Cobasi Interlar Interlagos;Av. Interlagos;;São Paulo;SP;04661-100;;;07/10/2025
cobasi;Pet Shop Cobasi Itajaí;Avenida Osvaldo Reis;;Itajai;SC;88306-600;;;07/10/2025
cobasi;Pet Shop Cobasi Itaquaquecetuba D'avó;Avenida Italo Adami;;Itaquaquecetuba;SP;08573-000;;;07/10/2025
cobasi;Pet Shop Cobasi Itaquera;Avenida Itaquera;;São Paulo;SP;;;;07/10/2025
cobasi;Pet Shop Cobasi Jabaquara;Avenida Engenheiro George Corbisier;;São Paulo;SP;04345-001;;;07/10/2025
cobasi;Pet Shop Cobasi Jaboatão Dos Guararapes;Avenida Bernardo Vieira de Melo;;Jaboatão dos Guararapes;PE;54410-010;;;07/10/2025
cobasi;Pet Shop Cobasi Jacareí Tenda;Praça Charles Gates;;Jacareí;SP;12306-090;;;07/10/2025
cobasi;Pet Shop Cobasi Jardim Japão;Avenida Jardim Japao;;São Paulo;SP;02221-001;;;07/10/2025
cobasi;Pet Shop Cobasi Jaú;Av. Anna Claudina;;Jaú;SP;17203-381;;;07/10/2025
cobasi;Pet Shop Cobasi Jd. Botânico;CJ SMDB AREA ESPECIAL D;;Brasília;DF;;;;07/10/2025
cobasi;Pet Shop Cobasi Joinville;Avenida Rolf Wiest;;Joinville;SC;89223-005;;;07/10/2025
cobasi;Pet Shop Cobasi Juiz de Fora Jardim Norte;Av. Brasil;;Juiz de Fora;MG;36080-000;;;07/10/2025
cobasi;Pet Shop Cobasi Jundiaí;Rua Jose Amato;;Jundiaí;SP;13201-141;;;07/10/2025
cobasi;Pet Shop Cobasi Lauro de Freitas;Av. Santos Dumont;;Lauro de Freitas;BA;42701-260;;;07/10/2025
cobasi;Pet Shop Cobasi Limeira;Avenida Carlos Kuntz Busch;;Limeira;SP;13485-905;;;07/10/2025
cobasi;Pet Shop Cobasi Londrina Centro;Rua Minas Gerais;;Londrina;PR;86010-170;;;07/10/2025
cobasi;Pet Shop Cobasi Londrina Madre Leônia;Av. Madre Leônia Milito;;Londrina;PR;86050-270;;;07/10/2025
cobasi;Pet Shop Cobasi M'Boi Mirim;Estrada do M'Boi Mirim;;São Paulo;SP;04905-002;;;07/10/2025
cobasi;Pet Shop Cobasi Maceió Fernandes Lima;Avenida Fernandes Lima;;Maceió;AL;57055-000;;;07/10/2025
cobasi;Pet Shop Cobasi Maracanaú;Rua João de Alencar;;Maracanau;CE;61900-150;;;07/10/2025
cobasi;Pet Shop Cobasi Marechal Tito;Av Marechal Tito;;São Paulo;SP;08022-000;;;07/10/2025
cobasi;Pet Shop Cobasi Marginal Pinheiros;Avenida das Nações Unidas;;São Paulo;SP;04795-100;;;07/10/2025
cobasi;Pet Shop Cobasi Marginal Tietê;Rua Maria Prestes Maia;;São Paulo;SP;02047-000;;;07/10/2025
cobasi;Pet Shop Cobasi Maringá;Av. João Paulino Vieira Filho;;Maringá;PR;87020-015;;;07/10/2025
cobasi;Pet Shop Cobasi Marília;Avenida Sampaio Vidal;;Marília;SP;17500-022;;;07/10/2025
cobasi;Pet Shop Cobasi Minas Shopping;Avenida Cristiano Machado;;Belo Horizonte;MG;31160-959;;;07/10/2025
cobasi;Pet Shop Cobasi Moema Pássaros;Avenida Ibirapuera;;São Paulo;SP;04028-002;;;07/10/2025
cobasi;Pet Shop Cobasi Moinhos dos Ventos;Rua Miguel Tostes;;Porto Alegre;RS;90430-060;;;07/10/2025
cobasi;Pet Shop Cobasi Mooca;Av. Alcântara Machado;;São Paulo;SP;03101-000;;;07/10/2025
cobasi;Pet Shop Cobasi Morumbi;Av. Giovanni Gronchi;;São Paulo;SP;05724-003;;;07/10/2025
cobasi;Pet Shop Cobasi Natal;Avenida Senador Salgado Filho;;Natal;RN;59076-000;;;07/10/2025
cobasi;Pet Shop Cobasi Niterói;Rua Marechal Deodoro;;Niterói;RJ;24030-060;;;07/10/2025
cobasi;Pet Shop Cobasi Nossa Senhora do Carmo;Av. Nossa Senhora do Carmo;;Belo Horizonte;MG;30335-300;;;07/10/2025
cobasi;Pet Shop Cobasi Nova Cantareira;Avenida Nova Cantareira;;São Paulo;SP;;;;07/10/2025
cobasi;Pet Shop Cobasi Novo Hamburgo;Avenida Primeiro de Março;;Novo Hamburgo;RS;93320-102;;;07/10/2025
cobasi;Pet Shop Cobasi Osasco;Av. dos Autonomistas;;Osasco;SP;06090-010;;;07/10/2025
cobasi;Pet Shop Cobasi Osasco João Andrade;Av. João de Andrade;;Osasco;SP;06132-006;;;07/10/2025
cobasi;Pet Shop Cobasi POA Assis Brasil;Avenida Assis Brasil;;Porto Alegre;RS;91010-003;;;07/10/2025
cobasi;Pet Shop Cobasi POA Av. Brasil;Av. Brasil;;Porto Alegre;RS;90230-061;;;07/10/2025
cobasi;Pet Shop Cobasi POA Bollogna Mall;Avenida Coronel Marcos;;Porto Alegre;RS;91760-000;;;07/10/2025
cobasi;Pet Shop Cobasi POA Central Parque;Avenida Ipiranga;;Porto Alegre;RS;91530-000;;;07/10/2025
cobasi;Pet Shop Cobasi Palmas;Quadra ARNO 12 Alameda das Aroeiras;;Palmas;TO;77001-048;;;07/10/2025
cobasi;Pet Shop Cobasi Park Shopping Jacarepaguá;Park Shopping Jacarepaguá - Estr. de Jacarepaguá;;Rio de Janeiro;RJ;22753-045;;;07/10/2025
cobasi;Pet Shop Cobasi Parque Olímpico;Avenida Embaixador Abelardo Bueno;;Rio de Janeiro;RJ;22775-040;;;07/10/2025
cobasi;Pet Shop Cobasi Passo Fundo Shopping;Av. Presidente Vargas;;Passo Fundo;RS;99064-000;;;07/10/2025
cobasi;Pet Shop Cobasi Paulínia;Avenida Jose Paulino;;Paulinia;SP;13140-723;;;07/10/2025
cobasi;Pet Shop Cobasi Pelotas;Av. Ferreira Viana;;Pelotas;RS;96085-000;;;07/10/2025
cobasi;Pet Shop Cobasi Pinhais;Rua Primeiro de Maio;;Pinhais;PR;83323-020;;;07/10/2025
cobasi;Pet Shop Cobasi Piracicaba;Avenida Limeira (ao lado do shopping);;Piracicaba;SP;13414-018;;;07/10/2025
cobasi;Pet Shop Cobasi Piracicaba Independência;Avenida Independência;;Piracicaba;SP;13419-160;;;07/10/2025
cobasi;Pet Shop Cobasi Poa Wenceslau Escobar;Avenida Wenceslau Escobar;;Porto Alegre;RS;91900-000;;;07/10/2025
cobasi;Pet Shop Cobasi Pompéia;Rua Carlos Vicari;;São Paulo;SP;05033-070;;;07/10/2025
cobasi;Pet Shop Cobasi Ponta Grossa;Avenida Ernesto Vilela;;Ponta Grossa;PR;84070-000;;;07/10/2025
cobasi;Pet Shop Cobasi Ponta Grossa II;Rua Ermelino de Leao;;Ponta Grossa;PR;84035-000;;;07/10/2025
cobasi;Pet Shop Cobasi Portal do Morumbi;Av Dr Guilherme Dumont Vilares;;São Paulo;SP;05640-902;;;07/10/2025
cobasi;Pet Shop Cobasi Porto Alegre Iguatemi;Shopping Iguatemi - Av. João Wallig;;Porto Alegre;RS;91340-020;;;07/10/2025
cobasi;Pet Shop Cobasi Porto Alegre Ipiranga;Avenida Ipiranga;;Porto Alegre;RS;90610-001;;;07/10/2025
cobasi;Pet Shop Cobasi Praia Grande;Avenida Ayrton Senna da Silva;;Praia Grande;SP;11726-000;;;07/10/2025
cobasi;Pet Shop Cobasi Praia Grande Ocian;Av. Presidente Kennedy;;Praia Grande;SP;11704-105;;;07/10/2025
cobasi;Pet Shop Cobasi Praça da Árvore;Av Jabaquara;;São Paulo;SP;04046-000;;;07/10/2025
cobasi;Pet Shop Cobasi RJ Norte Shopping;Avenida Dom Helder Camara;;Rio de Janeiro;RJ;20771-900;;;07/10/2025
cobasi;Pet Shop Cobasi Raposo Tavares;Rod. Raposo Tavares;;São Paulo;SP;05576-000;;;07/10/2025
cobasi;Pet Shop Cobasi Rebouças;Av. Rebouças;;São Paulo;SP;05402-300;;;07/10/2025
cobasi;Pet Shop Cobasi Recife;Rua Padre Carapuceiro;;Recife;PE;50020-280;;;07/10/2025
cobasi;Pet Shop Cobasi Ribeirão Dom Pedro I;Av. Dom Pedro I;;Ribeirão Preto;SP;14055-630;;;07/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto II (loja Maurilio Biagi);Av. Maurílio Biagi;;Ribeirão Preto;SP;14020-750;;;07/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto Iguatemi;Av. Luis Eduardo Toledo Prado (loja 2107);;Ribeirão Preto;SP;14027-250;;;07/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto Presidente Vargas;Av. Presidente Vargas;;Ribeirão Preto;SP;14093-129;;;07/10/2025
cobasi;Pet Shop Cobasi Ricardo Jafet;Avenida Dr. Ricardo Jafet;;São Paulo;SP;04123-030;;;07/10/2025
cobasi;Pet Shop Cobasi Rio das Pedras;Rua Jorge Ogushi;;São Paulo;SP;03471-000;;;07/10/2025
cobasi;Pet Shop Cobasi Rio de Janeiro Campo Grande;ParkShopping Campo Grande – Estrada do Monteiro;;Rio de Janeiro;RJ;23045-830;;;07/10/2025
cobasi;Pet Shop Cobasi Rui Barbosa;Praça Rui Barbosa;;Curitiba;PR;80010-030;;;07/10/2025
cobasi;Pet Shop Cobasi SBC Faria Lima;Avenida Brigadeiro Faria Lima;;São Bernardo do Campo;SP;09720-000;;;07/10/2025
cobasi;Pet Shop Cobasi SP Ipiranga;Avenida Doutor Ricardo Jafet;;São Paulo;SP;04123-030;;;07/10/2025
cobasi;Pet Shop Cobasi Sabará;R. Moacir Simões da Rocha;;São Paulo;SP;04674-150;;;07/10/2025
cobasi;Pet Shop Cobasi Salto;Avenida José Maria Marques de Oliveira;;Salto;SP;13327-300;;;07/10/2025
cobasi;Pet Shop Cobasi Salvador Rio Vermelho;Av. Juracy Magalhães Júnior;;Salvador;BA;41940-060;;;07/10/2025
cobasi;Pet Shop Cobasi Santa Bárbara d’Oeste Tivoli;Rua do Osmio;;Santa Bárbara d’Oeste;SP;13456-625;;;07/10/2025
cobasi;Pet Shop Cobasi Santana;R. Voluntários da Pátria;;São Paulo;SP;02402-200;;;07/10/2025
cobasi;Pet Shop Cobasi Santo André Av. dos Estados;Avenida dos Estados;;Santo André;SP;09290-520;;;07/10/2025
cobasi;Pet Shop Cobasi Santo André P. Barreto;Praça Engenheiro Roldão dos Santos Ferreira;;Santo André;SP;09190-695;;;07/10/2025
cobasi;Pet Shop Cobasi Santo André Prestes Maia;Praça Uirapuru;;Santo André;SP;09071-220;;;07/10/2025
cobasi;Pet Shop Cobasi Santos Afonso Pena;Avenida Afonso Pena;;Santos;SP;11020-002;;;07/10/2025
cobasi;Pet Shop Cobasi Santos Conselheiro Nébias;Avenida Conselheiro Nébias;;Santos;SP;;;;07/10/2025
cobasi;Pet Shop Cobasi Santos Francisco Glicério;Avenida General Francisco Glicério;;Santos;SP;11065-400;;;07/10/2025
cobasi;Pet Shop Cobasi Sena Madureira;Rua Sena Madureira;;São Paulo;SP;04021-001;;;07/10/2025
cobasi;Pet Shop Cobasi Shop. Estação Cuiabá;Av. Miguel Sutil;;Cuiabá;MT;78040-365;;;07/10/2025
cobasi;Pet Shop Cobasi Shopping Aricanduva;Av. Aricanduva;;São Paulo;SP;03527-900;;;07/10/2025
cobasi;Pet Shop Cobasi Shopping Eldorado;Shopping Eldorado – Av. Rebouças;;São Paulo;SP;05402-600;;;07/10/2025
cobasi;Pet Shop Cobasi Sorocaba Av. São Paulo;Rua Antonio Fernandes;;Sorocaba;SP;;;;07/10/2025
cobasi;Pet Shop Cobasi Sorocaba Itavuvu;Av. Itavuvu;;Sorocaba;SP;18076-005;;;07/10/2025
cobasi;Pet Shop Cobasi Sorocaba Pannunzio;Av. Dr. Armando Pannunzio;;Sorocaba;SP;18050-000;;;07/10/2025
cobasi;Pet Shop Cobasi Sorocaba Panorâmico;Rodovia Raposo Tavares;;Sorocaba;SP;18030-005;;;07/10/2025
cobasi;Pet Shop Cobasi Sumaré;Av. Sumaré;;São Paulo;SP;05016-090;;;07/10/2025
cobasi;Pet Shop Cobasi Sumaré ParkCity Shopping;Av. Rebouças;;Sumaré;SP;13171-065;;;07/10/2025
cobasi;Pet Shop Cobasi São Bernardo Jurubatuba;Rua Jurubatuba;;São Bernardo do Campo;SP;09725-001;;;07/10/2025
cobasi;Pet Shop Cobasi São Caetano;Alameda Caulim;;São Caetano do Sul;SP;09530-200;;;07/10/2025
cobasi;Pet Shop Cobasi São Carlos;Rua Passeio dos Flamboyants;;São Carlos;SP;13561-352;;;07/10/2025
cobasi;Pet Shop Cobasi São José do Rio Preto Falavina;Av. Domingos Falavina;;São José do Rio Preto;SP;15046-265;;;07/10/2025
cobasi;Pet Shop Cobasi São José do Rio Preto Iguatemi;Av. Juscelino Kubitschek;;São José do Rio Preto;SP;15093-340;;;07/10/2025
cobasi;Pet Shop Cobasi São José dos Campos;Av. Dep. Benedito Matarazzo;;São José dos Campos;SP;12246-840;;;07/10/2025
cobasi;Pet Shop Cobasi São José dos Campos Jardim Oriente;Shopping Jd. Oriente - Rua Andorra;;São José dos Campos;SP;12235-050;;;07/10/2025
cobasi;Pet Shop Cobasi São José dos Campos Nelson D'Ávila;Av. Dr. Nelson D´Ávila;;São José dos Campos;SP;12245-030;;;07/10/2025
cobasi;Pet Shop Cobasi São José dos Pinhais Av. Torres;Av. Torres;;São José dos Pinhais;PR;83005-450;;;07/10/2025
cobasi;Pet Shop Cobasi São Judas;Av. Jabaquara;;São Paulo;SP;04045-003;;;07/10/2025
cobasi;Pet Shop Cobasi São Vicente;Avenida Presidente Wilson;;São Vicente;SP;11320-001;;;07/10/2025
cobasi;Pet Shop Cobasi Tamboré;Alameda Araguaia;;Barueri;SP;06455-000;;;07/10/2025
cobasi;Pet Shop Cobasi Tatuapé;Rua Visconde de Itaboraí;;São Paulo;SP;03308-050;;;07/10/2025
cobasi;Pet Shop Cobasi Taubaté;Av Dom Pedro I;;Taubaté;SP;12081-810;;;07/10/2025
cobasi;Pet Shop Cobasi Taubaté II;Avenida Charles Schnneider;;Taubaté;SP;12040-000;;;07/10/2025
cobasi;Pet Shop Cobasi Teodoro Sampaio;Rua Teodoro Sampaio;;São Paulo;SP;05418-020;;;07/10/2025
cobasi;Pet Shop Cobasi Teotônio Vilela;Avenida Senador Teotônio Vilela;;São Paulo;SP;04833-000;;;07/10/2025
cobasi;Pet Shop Cobasi Tutoia;R. Tutóia;;São Paulo;SP;04007-002;;;07/10/2025
cobasi;Pet Shop Cobasi Uberaba;Av. Santos Dumont;;Uberaba;MG;38050-590;;;07/10/2025
cobasi;Pet Shop Cobasi Uberlândia;Av Rondon Pacheco;;Uberlândia;MG;38400-242;;;07/10/2025
cobasi;Pet Shop Cobasi Valinhos;Rua Luiz Spiandorelli Neto;;Valinhos;SP;13271-570;;;07/10/2025
